;APP_Libelle_etablissement;SIRET;Adresse_2_UA;Code_postal;Libelle_commune;geores;Agrement
203;LA MIE FIDELE (SARL LA MIE FIDELE);4,90313E+13;2 AV DE L ALLIER;63800;PERIGNAT SUR ALLIER;45.729655,3.229028;
204;AU CHAPEAU GRIS;4,83065E+13;7 R HOCHE;78000;VERSAILLES;48.805443,2.127358;
205;LE JARDIN DU PARADIS;4,90379E+13;3 AV ANATOLE FRANCE;94600;CHOISY LE ROI;48.765006,2.409714;
206;TANTE ALICE;4,52121E+13;110 R DE BUCHELAY;78200;MANTES LA JOLIE;48.993452,1.687318;
207;MAISON BRIALON (GRESIPAIN);4,8339E+13;9 AV DE ROMANS;38160;SAINT MARCELLIN;45.145784,5.31008;
208;LA BEAUJOLAISE;4,90818E+13;12 RUE DE LA REPUBLIQUE;69430;BEAUJEU;46.155289,4.58489;
209;AUX CROISSANTS D'ARGENT - LE PION;4,5227E+13;12 RES DE LA GARE;95370;MONTIGNY LES CORMEILLES;49.006872,2.196182;
210;AU BON PAIN (AU GOURMET DU VESINET);4,83583E+13;94 RTE DE MONTESSON;78110;LE VESINET;48.898158,2.114287;
211;CARREFOUR CONTACT (HOUDEC);4,94458E+13;RUE HECTOR MALOT;14740;THUE ET MUE;49.211598,-0.507453;
212;AUX DELICES DE PORT SUD (AUGUSTO VAZ PHILIPPE);4,5256E+13;CENTRE COMMERCIAL PORT SUD;91650;BREUILLET;48.572917,2.189796;
213;CORDIER*FREDERIC/;4,84151E+13;114 RUE DES ECHARMEAUX;69430;BEAUJEU;46.156702,4.584163;
214;LE MARCHE FRANPRIX (SENTHURAN);4,94637E+13;85 AV DU PRESIDENT JF KENNEDY;94190;VILLENEUVE SAINT GEORGES;;
215;MARZI FABRICE;4,84385E+13;6 RUE RENE MUGNIER;71100;SAINT REMY;46.761546,4.837125;
216;AFTISSE;4,95196E+13;6 RUE FELICIE;92230;GENNEVILLIERS;48.93261,2.297628;
217;DUCRET PHILIPPE;4,52744E+13;13 PL LACRETELLE;71700;TOURNUS;46.56409,4.910505;
218;L'ARIEL (MONSIEUR MARC CHEN);4,87921E+13;62 RUE BAUDIN;92300;LEVALLOIS PERRET;48.897995,2.284999;
219;LE BERMUDE (JBCC);4,95272E+13;2577 AV DES LANDIERS;73000;CHAMBERY;45.603992,5.892496;
220;CRISTOFARO FRANK;4,77907E+13;5 RUE RASPAIL;69600;OULLINS;45.7155,4.809371;
221;LEGOUPIL LAURENT;4,89564E+13;58 RTE DE SAINT GERMAIN;78860;SAINT NOM LA BRETECHE;48.863997,2.030176;
222;YE XING YUAN (YE XING YUAN);4,98753E+13;105 RUE BOUCICAUT;92260;FONTENAY AUX ROSES;48.792551,2.284933;
223;MONSIEUR TY LAM;4,78012E+13;3 AV JOFFRE;92380;GARCHES;48.838817,2.186315;
224;LA MIE CALINE (THYANN);4,89657E+13;5 PL SAINT LOUIS;29200;BREST;48.396618,-4.475561;
225;AUX GOURMETS DE SAINT MAURICE;5,0006E+13;40 AV MAL DE LATTRE DE TASSIGNY;94410;SAINT MAURICE;48.821427,2.419954;
226;AU PETIT SUD OUEST (EIDOLE);4,90976E+13;4 RUE BAUDIN;92300;LEVALLOIS PERRET;48.895041,2.278607;
227;LES VALLEES GOURMANDES;5,00168E+13;27 B RUE DES VALLEES;92700;COLOMBES;48.914473,2.257858;
228;PLD SELECTIONS;4,91142E+13;34 AV DE PARIS;14810;MERVILLE FRANCEVILLE PLAGE;49.283658,-0.202571;
229;BOULANGERIE PAO QUENTE;5,00732E+13;2 RUE DES CHAMPS ELYSEES;94250;GENTILLY;48.816269,2.339421;
230;MONSIEUR SAHBI KHARROUBI;4,80095E+13;54 RUE D EREVAN;92130;ISSY LES MOULINEAUX;48.817724,2.260655;
231;LE SANCERRE (NANT'ARC);4,92182E+13;JARDIN DE L'ARCHE;92000;NANTERRE;48.894507,2.230147;
232;CARREFOUR MARKET (CSF FRANCE);5,01238E+13;67 AV DU GENERAL LECLERC;92100;BOULOGNE BILLANCOURT;48.830039,2.232602;
233;EPICERIE DE LA CISSE (RODRIGUEZ CAROLE);4,8015E+13;3 PL DE LA MAIRIE;41150;VALLOIRE SUR CISSE;47.522135,1.245684;
234;VALENTON VIANDES ET VICTUAILLES;4,93711E+13;16 RUE DE LA SABLONNIERE;94460;VALENTON;48.751278,2.454396;
235;LEADER EXPRESS (ORGEVAL EXPRESS);5,01488E+13;1 RUE DE NORMANDIE;78630;ORGEVAL;48.931152,1.97506;
236;BARABIO (BARABIO);4,8087E+13;30 ROUTE DE KEROURVOIS;29500;ERGUE GABERIC;48.002743,-4.053579;
237;AN K;4,94211E+13;132 CRS LAFAYETTE;69003;LYON;45.763561,4.852889;
238;HANOÏ CA PHÊ (HANOÏ DEFENSE);5,01531E+13;CENTRE COMMERCIAL LA DEFENSE NIVEAU 3;92800;PUTEAUX;48.891676,2.240814;
239;CHOCOLATS ETC;4,80975E+13;22 RUE GABRIEL PERI;92320;CHATILLON;48.802692,2.287844;
240;LA FLAMME (LA FLAMME);4,94299E+13;136 AV DE LA DIVISION LECLERC;91310;LINAS;48.626455,2.262572;
241;MAISON DELPLANQUE (LA MARIE-JEANNE);5,02069E+13;15 BD JEAN CHARCOT;73100;AIX LES BAINS;45.693255,5.897236;
242;carrefour city (POULAIN INVESTISSEMENT);4,81047E+13;BD ALEXANDRE 3;6400;CANNES;;
243;CLOJUL;4,99924E+13;1 IMP SAINT GEORGES;94190;VILLENEUVE SAINT GEORGES;48.735122,2.459223;
244;AUX DELICES DU FOURNIL (AUX DELICES DU FOURNIL);5,03287E+13;29 RUE DU MARTROY;91610;BALLANCOURT SUR ESSONNE;48.524649,2.381723;
245;LA BONNE TABLE DU MESNIL;4,82019E+13;62 BD CARNOT;78420;CARRIERES SUR SEINE;48.909506,2.178398;
246;ESTEVIN*ERIC/;5,00298E+13;2 RUE SEBILE;9300;LAVELANET;42.935786,1.851099;
247;LE VOLTAIRE (FRANCUZ GILLES);5,05239E+13;1 PL VOLTAIRE;92290;CHATENAY MALABRY;48.766195,2.279202;
248;LECLERC (RIVERY EXPLOITATION);4,82265E+13;AV DE LA DEFENSE PASSIVE;80136;RIVERY;49.909683,2.329032;
249;VILLA TOKYO (SARLJS VILLA TOKYO);5,00313E+13;88 av gabriel peri;95870;BEZONS;48.931512,2.211771;
250;DUPALLUT JEROME;5,07438E+13;33 RUE DE PARIS;71400;AUTUN;46.956918,4.297998;
251;BOUGIFOOD;5,07556E+13;CENTRE COMMERCIAL DES BOUGIMONTS;78130;LES MUREAUX;48.988465,1.914566;
252;LES TROIS FRERES;4,8239E+13;2 PLACE ETIENNE MARCEL;78180;MONTIGNY LE BRETONNEUX;48.781,2.041657;
253;LA GRANGE AUX SAVEURS (MONSIEUR PHILIPPE TANTIN);5,00366E+13;19, RUE DU GENERAL LECLERC;94520;MANDRES LES ROSES;48.70163,2.54317;
254;SARL HAUTE BERTHAULT;5,08562E+13;1 AV BRIZEUX;35740;PACE;48.147296,-1.772792;
255;CHARME HOTEL EN BEAUJOLAIS (SARL CHARME HOTEL EN BEAUJOLAIS);4,83818E+13;PRES DE LA CLOCHE;69220;BELLEVILLE EN BEAUJOLAIS;46.101264,4.74838;
256;DEMIR;5,0108E+13;428 rue Belleroche;69400;VILLEFRANCHE SUR SAONE;45.981721,4.703928;
257;O PAIN SHOW (HAJAR);5,09079E+13;AV PAUL RAOULT;78130;LES MUREAUX;48.988637,1.912394;
258;LE FOURNIL DE VALENTON;4,84919E+13;22 RUE DE LA SABLONNIERE;94460;VALENTON;48.750817,2.454296;
259;MISTER PIZZA  (MONSIEUR CHRISTIAN MENDY);5,01283E+13;18 RUE DES ECOLES;78250;MEULAN EN YVELINES;49.005298,1.909987;
260;LE COLISEUM;5,09316E+13;275 CRS LAFAYETTE;69006;LYON 6E ARRONDISSEMENT;45.763822,4.866661;
261;AU DUC D ORSAY (BOULANGERIE PATISSERIE MILLET);4,88761E+13;14 RUE BOURSIER;91400;ORSAY;48.697991,2.187763;
262;DALY JEROME;5,01458E+13;LE BOURG;71800;GIBLES;46.29964,4.333774;
263;CASA DEL CONDOR;5,10447E+13;72 AV DE BOURG LA REINE;92220;BAGNEUX;48.784992,2.307327;
264;TAJ PALACE (BALA JI);4,88878E+13;114 RUE DE SAINTE GENEVIEVE;91240;SAINT MICHEL SUR ORGE;48.63863,2.318984;
265;Boucherie charcuterie traiteur (EURL BERGOT);5,0315E+13;13 RUE PROSPER SALAUN;29820;BOHARS;48.428978,-4.515597;
266;CODEAL VINCENNES;5,12308E+13;66 RUE DE FONTENAY;94300;VINCENNES;48.84788,2.441356;
267;BERTRAND*DAVID/;4,89776E+13;16 RUE GRANDE RUE;80510;LONGPRE LES CORPS SAINTS;50.011321,1.99316;
268;PATISSERIES ET GOURMANDISES PAR STEPHANE GLACIER;5,03463E+13;39 RUE DU GENERAL LECLERC;92270;BOIS COLOMBES;48.914652,2.270566;
269;HUANG LAURENT;5,1307E+13;83 RUE MAURICE THOREZ;92000;NANTERRE;48.894788,2.195881;
270;L'ORIENT FAST (L'ORIENT FAST);4,90375E+13;30 RUE DES ETATS GENERAUX;78000;VERSAILLES;48.798147,2.134584;
271;LES CHARDONS BLEUS (LESAIGNOUX);5,04191E+13;4 RUE AMIRAL REVEILLERE;29680;ROSCOFF;48.726382,-3.984866;
272;AU BOUT DE L'ART;5,13897E+13;21 AV ALIENOR D AQUITAINE;85000;LA ROCHE SUR YON;46.685,-1.430261;
273;BEAUJOLAIS KEBAB (KARA);4,90789E+13;LE BOURG;69620;VAL D OINGT;45.918733,4.583693;
274;AUX DELICES DE NANTERRE;5,0466E+13;3 RUE MAURICE THOREZ;92000;NANTERRE;48.890723,2.194829;
275;Boulangerie (BERGOT);5,13899E+13;9 RUE DE SAINT POL DE LEON;29440;PLOUZEVEDE;48.60601,-4.112408;
276;LES MIGNARDISES (MONSIEUR RACHID CHMOURK);4,91044E+13;70 RUE DE NEUILLY;92110;CLICHY;48.902498,2.303429;
277;LA SUPERETTE DE LA GARE;5,04801E+13;5 PLACE DE LA GARE;94290;VILLENEUVE LE ROI;48.739588,2.425459;
278;FRANPRIX (SOGIPONTOISE);5,17627E+13;4 RUE CARNOT;95300;PONTOISE;49.048047,2.095346;
279;SARL POINT FRAIS;4,91135E+13;1 RUE DES LILAS;62360;SAINT LEONARD;50.694607,1.625502;
280;LA GRANGE A PAIN (M.A.M.E MOGNIAT LA GRANGE A PAIN);5,07722E+13;30 AV HECTOR BERLIOZ;38260;MARCILLOLES;45.340601,5.183892;
281;LE FOURNIL DE L'EUROPE (JOEL TREANTON);5,18949E+13;15 RUE DAUMIER;29200;BREST;48.412544,-4.468918;
282;LA CREPERIE (BENJI S);4,91324E+13;85 RUE DE LA PAROISSE;78000;VERSAILLES;48.805708,2.135625;
283;LE MOULIN DE PONTOISE (AU PAIN DE PONTOISE);5,0834E+13;10 AV GAL GABRIEL DELARUE;95300;PONTOISE;49.044905,2.095202;
284;HIPPO SUD VENDEE;5,19058E+13;65 RUE FRANCOIS LAURENT;85240;FOUSSAIS PAYRE;46.526904,-0.681931;
285;LE PARFUM DU PAIN (LE PARFUM DU PAIN);4,91332E+13;22 GRANDE RUE;38610;GIERES;45.181694,5.791275;
286;L'EPI DE LUCY;5,19261E+13;20 RUE JEAN DIDIER;71300;MONTCEAU LES MINES;46.65985,4.351627;
287;LEROY SABOUH;4,91645E+13;29 GRANDE RUE;91580;ETRECHY;48.492872,2.191428;
288;LE PAIN SUR LA PLANCHE;5,09459E+13;90 RUE ZIWER PACHA;88140;CONTREXEVILLE;48.179834,5.894542;
289;DRINK DINNER (LOL CAFE);5,21323E+13;51 AV DE STALINGRAD;92700;COLOMBES;48.928573,2.269201;
290;SUPER-U (MATHYCHA);4,93387E+13;ZI  DE LA VALLEE;14100;OUILLY LE VICOMTE;;
291;NADIA ET DAVID ESNAULT;5,09915E+13;11 RUE DE L ARMORIQUE;29233;CLEDER;48.663773,-4.102609;
292;LES PAINS DE MARIE (MATI);5,21438E+13;AV DU GRESIVAUDAN;38570;TENCIN;45.308344,5.957946;
293;SARL FROMAGERIE ROVECCHIO;4,94021E+13;119 RUE JEAN JAURES;92800;PUTEAUX;48.880959,2.238088;
294;PIZZA EXPRESS;5,1035E+13;3 RUE FRETAY;91140;VILLEJUST;48.682953,2.23629;
295;LA RHUMERIE DES PIRATES;5,21757E+13;POINTE DES CHATEAUX;97118;SAINT FRANCOIS;16.253127,-61.207527;
296;FONTENAY V;4,95287E+13;7 RUE SALVADOR ALLENDE;92000;NANTERRE;48.896612,2.218483;
297;SOFTDRINK S;5,10987E+13;10 RUE AMBROISE CROIZAT;95100;ARGENTEUIL;48.951258,2.216451;
298;LE PAIN DE RUEIL (SOCIETE BA);5,21951E+13;154 AV DU PDT POMPIDOU;92500;RUEIL MALMAISON;;
299;INTERMARCHE (GALVO);4,9829E+13;LIEU DIT CEZILLE;1340;JAYAT;46.353902,5.129388;
300;O SUSHI WOK (MARINE);5,11609E+13;1 CHEMIN JEAN MARIE VIANNEY;69130;ECULLY;45.791856,4.774871;
301;HOLDING SAMM;5,2232E+13;2 GRAND PLACE;92350;LE PLESSIS ROBINSON;48.781381,2.263381;
302;LA CHAUMINE (ALSO);4,9866E+13;4 PL DE L'HOTEL DE VILLE;74230;THONES;45.882223,6.324536;
303;LA FRIANDISE (LA FRIANDISE);5,12194E+13;20 RUE BAPST;92600;ASNIERES SUR SEINE;48.909153,2.286971;
304;HALAL DISTRIB (W&J DISTRIB);5,23284E+13;15 RUE GABRIEL PERI;94460;VALENTON;48.748732,2.469147;
305;BIO C'BON (SO.BIO);4,99309E+13;20 RUE DE LA REPUBLIQUE;92170;VANVES;48.820695,2.285898;
306;SUPERETTE DE LA GARE (SUPERETTE DE LIMAY);5,12316E+13;65 PL MAXIMILIEN ROBESPIERRE;78520;LIMAY;48.985087,1.745717;
307;KFC (CPE5VILLABE);5,23818E+13;PLAINE DES BRATEAUX;91100;VILLABE;48.590254,2.441931;
308;C D R;5,00058E+13;129 RUE PDT FRANCOIS MITTERRAND;91160;LONGJUMEAU;48.693596,2.293326;
309;BOUCHERIE SAMUEL WALLAERT;5,13044E+13;PLACE CHARLES DE GAULLE;59270;BAILLEUL;50.739086,2.734429;
310;BIO C'BON (BIO LEVALLOIS);5,24118E+13;64 RUE RIVAY;92300;LEVALLOIS PERRET;48.896499,2.28779;
311;L'OREE DES MONTS (MONSIEUR LIONEL PIERRE SOLIVERES);5,00937E+13;4 PL CHARLES DE GAULLE;29450;SIZUN;48.40548,-4.078608;
312;ELE 2009;5,13294E+13;10 AV MALAUSSENA;6000;NICE;43.707242,7.263972;
313;BOULANGERIE PATISSERIE LE SCANFF;5,24216E+13;11 PL SAINT MARTIN;29600;MORLAIX;48.579312,-3.824103;
314;TONY MARCOURT;5,0199E+13;31 RUE PIERRE BROSSOLETTE;80470;AILLY SUR SOMME;49.928989,2.196659;
315;AUX DELICES DE SORNAY;5,136E+13;138 RUE DE LA MARE AUX PRETRES;71500;SORNAY;46.626159,5.177204;
316;BOULANGERIE PAUL (ELIOR CONCESSIONS GARES);5,24959E+13;STATION DEFENSE RER;92800;PUTEAUX;48.890171,2.242921;
317;LE CHANT DU PAIN;5,02554E+13;20 RUE DE L'ORME;91540;FONTENAY LE VICOMTE;48.547972,2.40753;
318;MARECHAL DISTRIBUTION FRANPRIX;5,13613E+13;9 RUE DE LA PLATIERE;69001;LYON;45.766127,4.832126;
319;CHEZ CHRISTINE ET CHRISTOPHE;5,28628E+13;73 CRS POURRIERES;84160;CUCURON;43.774185,5.44022;
320;FRANPRIX (MOTALPRIX);5,04841E+13;19 RUE PAUL BERT;92240;MALAKOFF;48.818066,2.296493;
321;LVS ILE DE FRANCE - LA VIE SAINE;5,18385E+13;5 RUE DES CAYENNES;78700;CONFLANS SAINTE HONORINE;49.008108,2.082845;
322;LE COQ HARDI (MIERAL DISTRIBUTION);5,28895E+13;RUE DU PLATEAU;1440;VIRIAT;46.214792,5.213611;
323;LE FOUR DE LA MADELEINE;5,05155E+13;40 AVENUE DE LA LIBERATION;3000;MOULINS;46.559551,3.316979;
324;SATORIZ MANDELIEU (SATORIZ MANDELIEU);5,19424E+13;85 ALL LOUIS BLERIOT;6210;MANDELIEU LA NAPOULE;43.554581,6.952668;
325;LA CHAMBRE AUX CONFITURES;5,31803E+13;ZAC DES HAUTS PLATEAUX;80690;MOUFLERS;;
326;SARL FRANCK MARTIN;5,09791E+13;6 RUE DE CHARTRES;91410;DOURDAN;48.529368,2.012457;
327;LES DELICES D'EMILIEN (DIEMES);5,19929E+13;13, RUE DES FLEURS;38790;DIEMOZ;45.588619,5.092464;
328;TIRESTO (MOGIL);5,31917E+13;4 AV MARECHAL FOCH;29400;LANDIVISIAU;48.510438,-4.069447;
329;LE BACCHUS (MADAME SANDRA ETHIEVANT);5,09875E+13;16 PL DE LA FONTAINE;69430;BEAUJEU;46.151268,4.592959;
330;LA HUCHE DOREE (SARL BRISSARD);5,20161E+13;34 AVENUE JEAN JAURES;95330;DOMONT;49.030835,2.334468;
331;NETTO (LANCORS);5,32227E+13;696 RTE DU VILLARD;38250;LANS EN VERCORS;45.12506,5.576653;
332;FRANCIS FREVILLE;5,10101E+13;11 RUE DE L EGLISE;80132;QUESNOY LE MONTANT;50.108715,1.688036;
333;la salle à manger (LOU);5,20391E+13;193 RUE GALLIENI;92100;BOULOGNE BILLANCOURT;48.835673,2.233199;
334;COCCIMARKET (OCEJUENZ);5,32513E+13;3 RUE DE CAEN;14480;CREULLY SUR SEULLES;49.285702,-0.537794;
335;COCCI MARKET (NAJAH);5,1083E+13;226 AV D ARGENTEUIL;92600;ASNIERES SUR SEINE;48.921124,2.278594;
336;AU VIEUX FOURNIL DE VILLEPREUX;5,23322E+13;28 AVENUE DE TOURAINE;78450;VILLEPREUX;48.827675,1.999405;
337;PRET FRANCE SAS (PRET (FRANCE));5,33214E+13;19 PL DE LA GARE;35000;RENNES;48.103559,-1.672328;
338;AZBAKER DISTRIBUTION;5,11134E+13;2 RUE DE BREUVERY;78100;SAINT GERMAIN EN LAYE;48.899476,2.088147;
339;BOUCHERIE BELLO;5,23477E+13;48 RUE FRANKLIN;69002;LYON;45.751902,4.830831;
340;FRANPRIX (BEN FREDJ DISTRIBUTION);5,33336E+13;11 B RUE CARNOT;92100;BOULOGNE BILLANCOURT;48.834559,2.241976;
341;SYBELLE;5,1117E+13;2 RUE DE PARON;91370;VERRIERES LE BUISSON;48.747164,2.265699;
342;FOURNIL DU BOULEVARD;5,33421E+13;144 BD DE LA CROIX ROUSSE;69001;LYON 1ER ARRONDISSEMENT;45.77405,4.830149;
343;SARL LE MIJO'T;5,12468E+13;6 AV PASTEUR;74100;ANNEMASSE;46.193454,6.235526;
344;FONT LAPALISSE ANDRE CYRIL;5,24449E+13;REFUGE DE LA SOULA;65510;LOUDENVIELLE;;
345;LEONIDAS (MONSIEUR RAPHAEL JACQUEMET);5,33511E+13;15 RUE ANDRE CHENIER;92130;ISSY LES MOULINEAUX;48.822921,2.271826;
346;KFE THIERS (EURL JACOLINO);5,12588E+13;128 AVENUE THIERS;69006;LYON 6E ARRONDISSEMENT;45.771239,4.861511;
347;CORDIER GREGORY;5,24481E+13;113 RUE RAMBUTEAU;71000;MACON;46.307474,4.823889;
348;SARL HAVART (HAVART);5,33849E+13;9 RUE FAIDHERBE;62200;BOULOGNE SUR MER;50.723938,1.602611;
349;BEZONS POINT CHAUD (BEZONS POINT CHAUD);5,14244E+13;7 ALL DES TOURNESOLS;95870;BEZONS;48.931041,2.212008;
350;FLY PIZZA;5,25136E+13;3 RUE ROGER HENNEQUIN;78190;TRAPPES;48.764144,1.984245;
351;La vie Claire (BIO SISTERS);5,34315E+13;35 RUE DES MARTINETS;69210;L' ARBRESLE;45.825256,4.606686;
352;SARL LA BELLE MEUNIERE;5,1469E+13;230 AV CARNOT;78700;CONFLANS SAINTE HONORINE;49.01197,2.092894;
353;SAS JLF;5,28041E+13;5 GAL DES MARCHANDS;92360;MEUDON;;
354;BIG GROUPE;5,34438E+13;17 RUE DOCTEUR BOUCHUT;69003;LYON 3E ARRONDISSEMENT;45.759775,4.855356;
355;PIZZA CAPRI (SMILEY);5,14983E+13;17 RUE DUCIS;78000;VERSAILLES;48.807281,2.131458;
356;LE PETIT FRUITIER;5,30018E+13;20 CHE BADEL;69280;SAINTE CONSORCE;45.771659,4.69668;
357;GAILLARD TRAITEUR (SA-VA-PA);5,37929E+13;35 RUE HENRI BARBUSSE;38600;FONTAINE;45.196119,5.696613;
358;COME (KIPLINE);5,15399E+13;1 RUE SIMONE VEIL;92110;CLICHY;48.897542,2.308469;
359;AUX 3 EPIS DU COQUELICOT;5,30849E+13;16 RUE CARNOT;80300;ALBERT;50.005024,2.646865;
360;ETABLISSEMENTS GEORGE CANNON;5,72106E+13;25B AVENUE GEORGES POLITZER;78190;TRAPPES;48.765516,1.983677;
361;APPLE BIO;5,18276E+13;16 RUE DE L EGLISE;95120;ERMONT;48.990111,2.259514;
362;BOULANGERIE LABORIE;5,32332E+13;3 RUE FERNAND LEGER;91190;GIF SUR YVETTE;48.703411,2.101163;
363;A L'ENTREPOT SA;6,59804E+13;31 R PIERRE LEROY;78130;LES MUREAUX;48.9992,1.915578;
364;FRITERIE BERTRAND (CATTOEN BERTRAND);5,21026E+13;70 RUE DU LOQUIN;62560;THIEMBRONNE;50.614037,2.086049;
365;LA BOULANGERIE;5,32779E+13;19 AV JEAN JAURES;78210;SAINT CYR L ECOLE;48.800137,2.064503;
366;S.K.S.;7,50713E+13;98 RTE DE CORMEILLES;78500;SARTROUVILLE;48.950591,2.182039;
367;MONALISA (SAINT MAXIME);5,2156E+13;5 BD RICHARD WALLACE;92800;PUTEAUX;48.879042,2.241427;
368;XL PIZZA (P.A PIZZA);5,32907E+13;6 RUE MARCEL MICHEAU;77220;TOURNAN EN BRIE;48.740559,2.765515;
369;PRIMEURS DES BOURGUIGNONS;7,51989E+13;37 RUE DES BOURGUIGNONS;92270;BOIS COLOMBES;48.913703,2.273386;
370;SUBWAY (SUBMARINE);5,22183E+13;1001 BD DU KENT;62231;COQUELLES;50.933503,1.811239;
371;Restaurant La Kabann (LUWEN);5,32942E+13;4 RUE DU PUITS;29600;SAINT MARTIN DES CHAMPS;48.577152,-3.85209;
372;LE FOURNIL DE LA BASILIQUE;7,52245E+13;AV DU 1ER MAI;91120;PALAISEAU;48.712062,2.25701;
373;LA ROYALE (LA ROYALE);5,23522E+13;8 RUE SAINT PIERRE;65100;LOURDES;43.096371,-0.046098;
374;BOULANGERIE ROUIN;5,335E+13;95 RUE DE PARIS;92110;CLICHY;48.901517,2.303042;
375;LA BOITE A BO BUN (MONSIEUR ALEXANDRE NGUYEN DUC);7,52247E+13;5 PASSAGE SAINT PIERRE;78000;VERSAILLES;48.804383,2.131692;
376;AU COCHON GOURMAND (AU COCHON GOURMAND);5,23558E+13;37 RUE PASTEUR;14310;VILLERS BOCAGE;49.080556,-0.656595;
377;AU PARFAIT GIGOT (BOUCHERIE FLORENT);5,33812E+13;19 AVENUE ARDOUIN;94420;LE PLESSIS TREVISE;48.808745,2.574378;
378;FLAGRANTS DELICES;7,52352E+13;LE VILLAGE;1540;SAINT JULIEN SUR VEYLE;46.200586,4.954214;
379;LA-VIE-CLAIRE (ONET BIO);5,34593E+13;RTE D ESPALION;12850;ONET LE CHATEAU;44.366019,2.587481;
380;ASIELAND (SUSHI HONG);7,53054E+13;50 RUE AMIRAL ROMAIN DESFOSSES;29850;GOUESNOU;48.428005,-4.470572;
381;MARCHE FRANPRIX (MINIMARCHE PUTEAU);5,25201E+13;5 RUE PIERRE CURIE;92800;PUTEAUX;48.883747,2.224467;
382;SSP PARIS;5,34705E+13;CENTRE COMMERCIAL DU RER;92800;PUTEAUX;48.886919,2.243188;
383;LE PAIN D'OR;7,53114E+13;4 RUE FRANCOIS MITTERRAND;95570;BOUFFEMONT;49.04324,2.302632;
384;S C M O A;5,29035E+13;61 RUE DE PARIS;94220;CHARENTON LE PONT;48.820333,2.415019;
385;L'ATELIER 53 - Hugo & Victor;5,34944E+13;53 AV DE LA JONCHERE;78170;LA CELLE SAINT CLOUD;48.856372,2.145059;
386;SARL ASK;7,53158E+13;33 RUE LOUIS CASTEL;92230;GENNEVILLIERS;48.916035,2.298831;
387;"Chez Maria ""Churrasqueira"" (SARL CARVA)";5,29376E+13;18 VOIE DU MORT RU;91310;LONGPONT SUR ORGE;48.652964,2.275912;
388;LE MAGISTRAL;5,38034E+13;188 AVENUE ARISTIDE BRIAND;92220;BAGNEUX;48.79473,2.321086;
389;MAISON LOREL (MAISON LOREL);7,53191E+13;16 PLACE DE LA REPUBLIQUE;92220;BAGNEUX;48.796225,2.30185;
390;FOAM (VANNINI);5,30763E+13;3 QUAI DES DEUX EMMANUELS;6300;NICE;43.697965,7.286503;
391;LA TETE D'OR (CAFE RESTAURANT TETE D'OR);5,38535E+13;ALL DES EBATS;69006;LYON;45.780005,4.858057;
392;TRAPPES VIANDES;7,53332E+13;39 RUE JEAN JAURES;78190;TRAPPES;48.775936,2.0011;
393;BOULANGERIE (SARL APPERE DAVID);5,32005E+13;14 RUE DE QUIMPER;29590;PONT DE BUIS LES QUIMERCH;48.254055,-4.084864;
394;BOULANGERIE BAUD (EURL BOULANGERIE BAUD);5,39824E+13;16 RUE DU MAQUIS DE SOMBRUN;65000;TARBES;43.241786,0.061714;
395;MONSIEUR SIMON GAMOT;7,53485E+13;22 RTE DE LA BARAQUE;63870;ORCINES;45.781424,3.031335;
396;MONOPRIX (MONOPRIX EXPLOIT PAR ABREVIATION MPX);5,52083E+13;50 RUE DU CHATEAU;92500;RUEIL MALMAISON;48.873735,2.181399;
397;MADAME EMILIE DUCHER;7,53531E+13;4 CHE MOTXOKOBORDA;64310;SAINT PEE SUR NIVELLE;43.350974,-1.526559;
398;BAILLY SA;5,62028E+13;32 RUE JACQUES ROBERT;95500;LE THILLAY;48.997673,2.476476;
399;LE FOURNIL DE PLOUGOULM (SARL DU CROISSANT);7,53888E+13;LE CROISSANT;29250;PLOUGOULM;48.673362,-4.042653;
400;SARL REGNER BOULANGERIE;5,33852E+13;4 RUE DE LA MUETTE;78600;MAISONS LAFFITTE;48.94817,2.147149;
401;POMME DE PAIN;5,8215E+13;17 RUE DOC BOUCHUT;69003;LYON;45.759775,4.855356;
402;GREENCHEF (FB CONSULTING CULINAIRE);7,88748E+13;78 T BD DU PRESIDENT CARNOT;47000;AGEN;;
403;FERM'EMPLETTES;5,3395E+13;LE GRAND MOLLARD;1190;SAINT BENIGNE;46.438115,4.953065;
404;LA VIE CLAIRE;6,32E+13;68 BD DE LA REPUBLIQUE;92100;BOULOGNE BILLANCOURT;48.83294,2.247293;
405;LES SAVEURS DE COLOMBES;7,8922E+13;14 RUE SAINT DENIS;92700;COLOMBES;48.923823,2.257828;
406;BOULANGERIE HAOUAS;5,34643E+13;1 RUE DE LORRAINE;94320;THIAIS;48.755928,2.398599;
407;SAKURA TAVERNY;7,9055E+13;171 RUE DE PARIS;95150;TAVERNY;49.025639,2.226669;
408;AZRA MARKET (IZHAAC DISTRIBUTION);5,34714E+13;182 RUE JEAN JAURES;29200;BREST;48.397949,-4.474326;
409;LA FINE BOUCH';7,912E+13;RUE MASSENET;62710;COURRIERES;50.457756,2.944592;
410;AU BUREAU (AU BUREAU 63);5,34842E+13;25 RUE ERNEST CRISTAL;63000;CLERMONT FERRAND;45.758325,3.146376;
411;SOCIETE DE DISTRIBUTION ALIMENTAIRE;6,62014E+13;1 PLACE DU PRESIDENT KENNEDY;92170;VANVES;48.820524,2.284953;
